北京

月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2022-01	77	良	52μg/m³	78μg/m³	33~196	0.913mg/m³	9μg/m³	41μg/m³	50μg/m³
2022-02	62	良	37μg/m³	60μg/m³	36~179	0.679mg/m³	8μg/m³	33μg/m³	76μg/m³
2022-03	74	良	45μg/m³	79μg/m³	41~143	0.768mg/m³	9μg/m³	37μg/m³	84μg/m³
2022-04	75	良	37μg/m³	72μg/m³	38~115	0.637mg/m³	27μg/m³	10μg/m³	123μg/m³
2022-05	88	良	27μg/m³	61μg/m³	40~151	0.581mg/m³	24μg/m³	10μg/m³	141μg/m³
2022-06	101	轻度污染	29μg/m³	53μg/m³	48~203	0.76mg/m³	9μg/m³	20μg/m³	159μg/m³
2022-07	91	良	23μg/m³	39μg/m³	30~149	0.7mg/m³	7μg/m³	18μg/m³	147μg/m³
2022-08	72	良	22μg/m³	36μg/m³	31~140	0.652mg/m³	7μg/m³	20μg/m³	124μg/m³
2022-09	92	良	29μg/m³	62μg/m³	38~153	0.663mg/m³	31μg/m³	10μg/m³	148μg/m³
2022-10	67	良	40μg/m³	72μg/m³	26~158	0.639mg/m³	9μg/m³	42μg/m³	78μg/m³
2022-11	89	良	60μg/m³	94μg/m³	30~221	0.867mg/m³	9μg/m³	44μg/m³	49μg/m³
2022-12	80	良	40μg/m³	92μg/m³	28~490	0.671mg/m³	8μg/m³	42μg/m³	48μg/m³
2023-01	93	良	60μg/m³	108μg/m³	32~276	0.826mg/m³	41μg/m³	10μg/m³	52μg/m³
2023-02	90	良	61μg/m³	93μg/m³	35~203	0.789mg/m³	46μg/m³	10μg/m³	64μg/m³
2023-03	122	轻度污染	66μg/m³	161μg/m³	53~500	0.748mg/m³	9μg/m³	44μg/m³	95μg/m³
2023-04	110	轻度污染	43μg/m³	135μg/m³	45~490	0.52mg/m³	8μg/m³	29μg/m³	105μg/m³
2023-05	92	良	33μg/m³	77μg/m³	40~159	0.59mg/m³	9μg/m³	27μg/m³	141μg/m³
2023-06	120	轻度污染	24μg/m³	52μg/m³	67~205	0.587mg/m³	8μg/m³	22μg/m³	181μg/m³
2023-07	107	轻度污染	24μg/m³	43μg/m³	21~198	0.635mg/m³	6μg/m³	18μg/m³	162μg/m³
2023-08	87	良	24μg/m³	41μg/m³	47~156	0.69mg/m³	6μg/m³	21μg/m³	143μg/m³
2023-09	89	良	34μg/m³	58μg/m³	43~154	0.76mg/m³	8μg/m³	31μg/m³	138μg/m³
2023-10	81	良	49μg/m³	88μg/m³	32~178	0.7mg/m³	8μg/m³	48μg/m³	96μg/m³
2023-11	72	良	42μg/m³	79μg/m³	28~195	0.67mg/m³	6μg/m³	42μg/m³	54μg/m³
2023-12	92	良	61μg/m³	103μg/m³	18~242	0.871mg/m³	7μg/m³	52μg/m³	23μg/m³
2024-01	77	良	49μg/m³	81μg/m³	33~202	0.761mg/m³	6μg/m³	47μg/m³	48μg/m³
2024-02	85	良	58μg/m³	92μg/m³	37~220	0.783mg/m³	8μg/m³	32μg/m³	73μg/m³
2024-03	89	良	52μg/m³	116μg/m³	38~212	0.629mg/m³	7μg/m³	38μg/m³	92μg/m³
2024-04	82	良	40μg/m³	91μg/m³	43~147	0.613mg/m³	8μg/m³	33μg/m³	122μg/m³
2024-05	98	良	31μg/m³	73μg/m³	38~155	0.523mg/m³	7μg/m³	25μg/m³	151μg/m³
2024-06	133	轻度污染	34μg/m³	69μg/m³	65~193	0.657mg/m³	8μg/m³	24μg/m³	192μg/m³
2024-07	93	良	30μg/m³	45μg/m³	39~167	0.677mg/m³	5μg/m³	17μg/m³	150μg/m³
2024-08	85	良	23μg/m³	40μg/m³	35~142	0.706mg/m³	5μg/m³	19μg/m³	140μg/m³
2024-09	69	良	21μg/m³	41μg/m³	23~159	0.64mg/m³	7μg/m³	28μg/m³	117μg/m³
2024-10	82	良	53μg/m³	83μg/m³	33~169	0.668mg/m³	7μg/m³	46μg/m³	86μg/m³
2024-11	65	良	38μg/m³	66μg/m³	29~108	0.707mg/m³	7μg/m³	46μg/m³	54μg/m³
2024-12	61	良	33μg/m³	63μg/m³	31~105	0.616mg/m³	6μg/m³	45μg/m³	51μg/m³
2025-01	75	良	48μg/m³	78μg/m³	33~294	0.742mg/m³	8μg/m³	40μg/m³	58μg/m³
2025-02	72	良	43μg/m³	74μg/m³	37~205	0.689mg/m³	8μg/m³	36μg/m³	75μg/m³
2025-03	77	良	43μg/m³	85μg/m³	43~196	0.597mg/m³	7μg/m³	33μg/m³	96μg/m³
2025-04	73	良	35μg/m³	80μg/m³	48~123	0.613mg/m³	9μg/m³	30μg/m³	116μg/m³
2025-05	94	良	36μg/m³	71μg/m³	37~171	0.632mg/m³	9μg/m³	27μg/m³	149μg/m³
2025-06	109	轻度污染	26μg/m³	54μg/m³	52~202	0.625mg/m³	9μg/m³	24μg/m³	167μg/m³
石家庄									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	222	重度污染	165μg/m³	283μg/m³	66~469	2.513mg/m³	86μg/m³	147μg/m³	33μg/m³
2014-01	276	重度污染	212μg/m³	367μg/m³	85~489	3.3mg/m³	86μg/m³	174μg/m³	32μg/m³
2014-02	236	重度污染	189μg/m³	293μg/m³	43~499	1.892mg/m³	59μg/m³	107μg/m³	43μg/m³
2014-03	188	中度污染	138μg/m³	256μg/m³	73~398	1.506mg/m³	86μg/m³	70μg/m³	69μg/m³
2014-04	152	中度污染	107μg/m³	208μg/m³	79~234	0.933mg/m³	49μg/m³	41μg/m³	96μg/m³
2014-05	124	轻度污染	76μg/m³	187μg/m³	53~228	0.739mg/m³	48μg/m³	38μg/m³	137μg/m³
2014-06	127	轻度污染	85μg/m³	150μg/m³	63~227	0.877mg/m³	42μg/m³	40μg/m³	146μg/m³
2014-07	132	轻度污染	93μg/m³	151μg/m³	50~260	0.91mg/m³	37μg/m³	30μg/m³	150μg/m³
2014-08	104	轻度污染	73μg/m³	124μg/m³	26~206	0.952mg/m³	31μg/m³	30μg/m³	132μg/m³
2014-09	96	良	68μg/m³	113μg/m³	34~166	0.793mg/m³	25μg/m³	22μg/m³	80μg/m³
2014-10	186	中度污染	145μg/m³	236μg/m³	40~425	1.465mg/m³	52μg/m³	40μg/m³	51μg/m³
2014-11	153	中度污染	118μg/m³	191μg/m³	44~419	1.783mg/m³	61μg/m³	57μg/m³	34μg/m³
2014-12	156	中度污染	116μg/m³	203μg/m³	59~372	2.235mg/m³	64μg/m³	114μg/m³	34μg/m³
2015-01	185	中度污染	146μg/m³	224μg/m³	66~441	2.952mg/m³	82μg/m³	125μg/m³	33μg/m³
2015-02	148	轻度污染	111μg/m³	172μg/m³	52~272	1.689mg/m³	76μg/m³	44μg/m³	52μg/m³
2015-03	134	轻度污染	93μg/m³	184μg/m³	52~294	1.239mg/m³	62μg/m³	55μg/m³	82μg/m³
2015-04	112	轻度污染	77μg/m³	150μg/m³	50~198	0.903mg/m³	48μg/m³	40μg/m³	102μg/m³
2015-05	92	良	60μg/m³	108μg/m³	35~168	0.652mg/m³	33μg/m³	32μg/m³	117μg/m³
2015-06	99	良	63μg/m³	113μg/m³	44~165	0.66mg/m³	27μg/m³	27μg/m³	137μg/m³
2015-07	96	良	69μg/m³	113μg/m³	36~176	0.432mg/m³	19μg/m³	18μg/m³	98μg/m³
2015-08	95	良	63μg/m³	115μg/m³	39~168	0.587mg/m³	29μg/m³	15μg/m³	109μg/m³
2015-09	77	良	42μg/m³	86μg/m³	22~128	0.937mg/m³	46μg/m³	24μg/m³	104μg/m³
2015-10	88	良	49μg/m³	104μg/m³	43~192	1.068mg/m³	65μg/m³	35μg/m³	68μg/m³
2015-11	154	中度污染	120μg/m³	167μg/m³	42~407	2.103mg/m³	68μg/m³	55μg/m³	27μg/m³
2015-12	204	重度污染	163μg/m³	237μg/m³	37~407	3.268mg/m³	76μg/m³	76μg/m³	19μg/m³
2016-01	168	中度污染	131μg/m³	194μg/m³	52~500	2.545mg/m³	81μg/m³	77μg/m³	31μg/m³
2016-02	102	轻度污染	71μg/m³	111μg/m³	34~291	1.452mg/m³	58μg/m³	46μg/m³	62μg/m³
2016-03	123	轻度污染	82μg/m³	173μg/m³	60~274	1.332mg/m³	67μg/m³	58μg/m³	84μg/m³
2016-04	98	良	60μg/m³	132μg/m³	45~195	0.953mg/m³	46μg/m³	32μg/m³	104μg/m³
2016-05	94	良	54μg/m³	107μg/m³	57~195	0.845mg/m³	48μg/m³	30μg/m³	134μg/m³
2016-06	92	良	46μg/m³	85μg/m³	40~141	0.86mg/m³	36μg/m³	19μg/m³	136μg/m³
2016-07	102	轻度污染	66μg/m³	104μg/m³	38~200	1.003mg/m³	35μg/m³	14μg/m³	128μg/m³
2016-08	58	良	25μg/m³	57μg/m³	37~83	0.942mg/m³	35μg/m³	13μg/m³	79μg/m³
2016-09	124	轻度污染	84μg/m³	146μg/m³	48~266	1.117mg/m³	55μg/m³	26μg/m³	138μg/m³
2016-10	151	中度污染	116μg/m³	189μg/m³	54~354	1.394mg/m³	66μg/m³	30μg/m³	62μg/m³
2016-11	215	重度污染	169μg/m³	279μg/m³	59~405	2.42mg/m³	81μg/m³	57μg/m³	31μg/m³
2016-12	301	严重污染	276μg/m³	382μg/m³	83~500	3.974mg/m³	96μg/m³	73μg/m³	26μg/m³
2017-01	253	重度污染	200μg/m³	303μg/m³	56~500	3.477mg/m³	78μg/m³	76μg/m³	37μg/m³
2017-02	173	中度污染	139μg/m³	203μg/m³	48~463	2.211mg/m³	72μg/m³	62μg/m³	75μg/m³
2017-03	113	轻度污染	79μg/m³	149μg/m³	52~234	1.345mg/m³	47μg/m³	37μg/m³	97μg/m³
2017-04	100	轻度污染	53μg/m³	110μg/m³	55~238	1.083mg/m³	50μg/m³	31μg/m³	104μg/m³
2017-05	142	轻度污染	56μg/m³	139μg/m³	70~500	0.99mg/m³	48μg/m³	29μg/m³	166μg/m³
2017-06	132	轻度污染	55μg/m³	117μg/m³	66~202	0.98mg/m³	44μg/m³	25μg/m³	189μg/m³
2017-07	125	轻度污染	59μg/m³	105μg/m³	58~204	1.016mg/m³	34μg/m³	15μg/m³	176μg/m³
2017-08	98	良	50μg/m³	96μg/m³	38~187	0.958mg/m³	41μg/m³	16μg/m³	139μg/m³
2017-09	114	轻度污染	66μg/m³	148μg/m³	63~177	1.137mg/m³	60μg/m³	23μg/m³	139μg/m³
2017-10	108	轻度污染	80μg/m³	133μg/m³	25~256	1.203mg/m³	52μg/m³	13μg/m³	53μg/m³
2017-11	110	轻度污染	78μg/m³	148μg/m³	55~242	1.27mg/m³	63μg/m³	24μg/m³	45μg/m³
2017-12	139	轻度污染	93μg/m³	153μg/m³	63~386	1.813mg/m³	70μg/m³	39μg/m³	19μg/m³
2018-01	149	轻度污染	112μg/m³	172μg/m³	59~282	1.787mg/m³	60μg/m³	38μg/m³	33μg/m³
2018-02	129	轻度污染	95μg/m³	147μg/m³	0~317	1.518mg/m³	42μg/m³	35μg/m³	73μg/m³
2018-03	130	轻度污染	98μg/m³	157μg/m³	0~390	1.368mg/m³	46μg/m³	23μg/m³	103μg/m³
2018-04	93	良	57μg/m³	132μg/m³	0~182	0.827mg/m³	43μg/m³	22μg/m³	117μg/m³
2018-05	95	良	47μg/m³	112μg/m³	0~153	0.716mg/m³	36μg/m³	20μg/m³	144μg/m³
2018-06	136	轻度污染	39μg/m³	88μg/m³	49~203	0.727mg/m³	33μg/m³	16μg/m³	198μg/m³
2018-07	101	轻度污染	40μg/m³	67μg/m³	48~172	0.648mg/m³	9μg/m³	22μg/m³	156μg/m³
2018-08	90	良	33μg/m³	59μg/m³	36~157	0.713mg/m³	26μg/m³	10μg/m³	141μg/m³
2018-09	73	良	37μg/m³	75μg/m³	44~122	0.813mg/m³	43μg/m³	15μg/m³	99μg/m³
2018-10	96	良	61μg/m³	121μg/m³	49~260	1.019mg/m³	63μg/m³	16μg/m³	83μg/m³
2018-11	133	轻度污染	100μg/m³	169μg/m³	0~308	1.43mg/m³	67μg/m³	19μg/m³	44μg/m³
2018-12	121	轻度污染	89μg/m³	159μg/m³	0~229	1.594mg/m³	64μg/m³	26μg/m³	31μg/m³
2019-01	187	中度污染	145μg/m³	232μg/m³	63~403	2.335mg/m³	82μg/m³	39μg/m³	30μg/m³
2019-02	157	中度污染	121μg/m³	187μg/m³	0~350	1.507mg/m³	49μg/m³	21μg/m³	64μg/m³
2019-03	101	轻度污染	62μg/m³	130μg/m³	48~275	0.81mg/m³	43μg/m³	17μg/m³	98μg/m³
2019-04	74	良	52μg/m³	92μg/m³	0~160	0.743mg/m³	38μg/m³	15μg/m³	115μg/m³
2019-05	97	良	34μg/m³	88μg/m³	0~189	0.697mg/m³	39μg/m³	19μg/m³	156μg/m³
2019-06	140	轻度污染	39μg/m³	86μg/m³	60~201	0.83mg/m³	31μg/m³	14μg/m³	202μg/m³
2019-07	129	轻度污染	37μg/m³	71μg/m³	46~209	0.755mg/m³	27μg/m³	11μg/m³	189μg/m³
2019-08	82	良	27μg/m³	56μg/m³	43~160	0.584mg/m³	29μg/m³	10μg/m³	136μg/m³
2019-09	104	轻度污染	35μg/m³	80μg/m³	42~174	0.753mg/m³	47μg/m³	12μg/m³	150μg/m³
2019-10	79	良	51μg/m³	87μg/m³	0~202	0.752mg/m³	48μg/m³	11μg/m³	76μg/m³
2019-11	102	轻度污染	72μg/m³	132μg/m³	0~236	1.013mg/m³	60μg/m³	13μg/m³	36μg/m³
2019-12	116	轻度污染	83μg/m³	135μg/m³	50~224	1.5mg/m³	61μg/m³	15μg/m³	27μg/m³
2020-01	193	中度污染	150μg/m³	210μg/m³	63~317	2.303mg/m³	65μg/m³	19μg/m³	46μg/m³
2020-02	108	轻度污染	79μg/m³	112μg/m³	37~259	1.138mg/m³	29μg/m³	11μg/m³	72μg/m³
2020-03	83	良	49μg/m³	87μg/m³	38~188	0.8mg/m³	40μg/m³	12μg/m³	88μg/m³
2020-04	81	良	33μg/m³	67μg/m³	46~161	0.563mg/m³	38μg/m³	12μg/m³	117μg/m³
2020-05	87	良	36μg/m³	68μg/m³	44~159	0.574mg/m³	34μg/m³	11μg/m³	132μg/m³
2020-06	122	轻度污染	38μg/m³	81μg/m³	73~182	0.63mg/m³	30μg/m³	12μg/m³	183μg/m³
2020-07	100	良	46μg/m³	71μg/m³	56~140	0.658mg/m³	9μg/m³	25μg/m³	152μg/m³
2020-08	87	良	32μg/m³	54μg/m³	38~138	0.713mg/m³	9μg/m³	24μg/m³	140μg/m³
2020-09	79	良	31μg/m³	62μg/m³	35~181	0.643mg/m³	9μg/m³	35μg/m³	128μg/m³
2020-10	93	良	57μg/m³	109μg/m³	43~199	0.897mg/m³	56μg/m³	14μg/m³	70μg/m³
2020-11	105	轻度污染	72μg/m³	127μg/m³	37~234	1.017mg/m³	58μg/m³	13μg/m³	39μg/m³
2020-12	98	良	68μg/m³	115μg/m³	54~206	1.19mg/m³	58μg/m³	17μg/m³	33μg/m³
2021-01	117	轻度污染	56μg/m³	93μg/m³	42~350	1.006mg/m³	39μg/m³	15μg/m³	56μg/m³
2021-02	107	轻度污染	73μg/m³	127μg/m³	52~247	1.064mg/m³	36μg/m³	17μg/m³	84μg/m³
2021-03	168	中度污染	67μg/m³	100μg/m³	46~500	0.919mg/m³	9μg/m³	38μg/m³	79μg/m³
2021-04	87	良	38μg/m³	75μg/m³	46~233	0.597mg/m³	9μg/m³	31μg/m³	113μg/m³
2021-05	107	轻度污染	35μg/m³	61μg/m³	48~439	0.606mg/m³	26μg/m³	10μg/m³	135μg/m³
2021-06	107	轻度污染	31μg/m³	66μg/m³	58~183	0.667mg/m³	8μg/m³	24μg/m³	165μg/m³
2021-07	95	良	25μg/m³	47μg/m³	25~188	0.61mg/m³	5μg/m³	16μg/m³	150μg/m³
2021-08	90	良	28μg/m³	52μg/m³	41~138	0.684mg/m³	5μg/m³	21μg/m³	146μg/m³
2021-09	75	良	29μg/m³	53μg/m³	35~147	0.61mg/m³	5μg/m³	24μg/m³	122μg/m³
2021-10	66	良	40μg/m³	74μg/m³	31~124	0.587mg/m³	7μg/m³	41μg/m³	72μg/m³
2021-11	87	良	56μg/m³	102μg/m³	34~190	0.703mg/m³	9μg/m³	42μg/m³	52μg/m³
2021-12	74	良	47μg/m³	84μg/m³	40~186	0.784mg/m³	42μg/m³	11μg/m³	42μg/m³
2022-01	121	轻度污染	89μg/m³	126μg/m³	47~218	1.103mg/m³	9μg/m³	45μg/m³	39μg/m³
2022-02	68	良	43μg/m³	70μg/m³	39~130	0.643mg/m³	30μg/m³	10μg/m³	77μg/m³
2022-03	97	良	47μg/m³	83μg/m³	41~159	0.658mg/m³	8μg/m³	35μg/m³	84μg/m³
2022-04	82	良	37μg/m³	75μg/m³	43~126	0.66mg/m³	8μg/m³	30μg/m³	124μg/m³
2022-05	89	良	32μg/m³	76μg/m³	39~152	0.561mg/m³	9μg/m³	30μg/m³	134μg/m³
2022-06	134	轻度污染	32μg/m³	69μg/m³	71~203	0.573mg/m³	7μg/m³	21μg/m³	197μg/m³
2022-07	95	良	24μg/m³	45μg/m³	50~189	0.577mg/m³	6μg/m³	21μg/m³	153μg/m³
2022-08	76	良	28μg/m³	48μg/m³	33~143	0.645mg/m³	5μg/m³	20μg/m³	124μg/m³
2022-09	101	轻度污染	35μg/m³	74μg/m³	38~173	0.67mg/m³	9μg/m³	32μg/m³	157μg/m³
2022-10	72	良	47μg/m³	83μg/m³	26~140	0.668mg/m³	7μg/m³	41μg/m³	78μg/m³
2022-11	98	良	69μg/m³	101μg/m³	32~214	0.833mg/m³	6μg/m³	39μg/m³	55μg/m³
2022-12	80	良	48μg/m³	98μg/m³	37~179	0.797mg/m³	47μg/m³	12μg/m³	46μg/m³
2023-01	93	良	61μg/m³	112μg/m³	35~212	0.939mg/m³	41μg/m³	12μg/m³	53μg/m³
2023-02	114	轻度污染	83μg/m³	123μg/m³	46~210	0.971mg/m³	9μg/m³	45μg/m³	66μg/m³
2023-03	118	轻度污染	63μg/m³	176μg/m³	63~500	0.642mg/m³	9μg/m³	38μg/m³	104μg/m³
2023-04	121	轻度污染	51μg/m³	158μg/m³	36~500	0.57mg/m³	7μg/m³	27μg/m³	106μg/m³
2023-05	85	良	34μg/m³	74μg/m³	34~138	0.632mg/m³	7μg/m³	25μg/m³	137μg/m³
2023-06	121	轻度污染	20μg/m³	51μg/m³	51~187	0.49mg/m³	6μg/m³	21μg/m³	182μg/m³
2023-07	108	轻度污染	20μg/m³	45μg/m³	21~176	0.481mg/m³	4μg/m³	16μg/m³	166μg/m³
2023-08	95	良	25μg/m³	46μg/m³	42~159	0.584mg/m³	3μg/m³	17μg/m³	153μg/m³
2023-09	89	良	38μg/m³	65μg/m³	42~154	0.723mg/m³	4μg/m³	29μg/m³	135μg/m³
2023-10	82	良	50μg/m³	92μg/m³	40~218	0.752mg/m³	7μg/m³	43μg/m³	107μg/m³
2023-11	82	良	51μg/m³	96μg/m³	34~241	0.713mg/m³	6μg/m³	41μg/m³	57μg/m³
2023-12	93	良	63μg/m³	104μg/m³	26~212	0.955mg/m³	7μg/m³	47μg/m³	25μg/m³
2024-01	101	轻度污染	72μg/m³	106μg/m³	32~210	1.032mg/m³	6μg/m³	53μg/m³	40μg/m³
2024-02	105	轻度污染	77μg/m³	111μg/m³	36~271	0.828mg/m³	6μg/m³	29μg/m³	82μg/m³
2024-03	91	良	50μg/m³	122μg/m³	42~262	0.597mg/m³	6μg/m³	32μg/m³	93μg/m³
2024-04	84	良	48μg/m³	101μg/m³	53~134	0.583mg/m³	5μg/m³	25μg/m³	123μg/m³
2024-05	98	良	33μg/m³	76μg/m³	49~156	0.5mg/m³	5μg/m³	19μg/m³	151μg/m³
2024-06	128	轻度污染	28μg/m³	72μg/m³	68~189	0.483mg/m³	5μg/m³	17μg/m³	187μg/m³
2024-07	97	良	32μg/m³	55μg/m³	40~143	0.629mg/m³	3μg/m³	12μg/m³	153μg/m³
2024-08	83	良	20μg/m³	38μg/m³	46~142	0.535mg/m³	3μg/m³	11μg/m³	138μg/m³
2024-09	78	良	34μg/m³	60μg/m³	24~128	0.557mg/m³	4μg/m³	18μg/m³	121μg/m³
2024-10	95	良	66μg/m³	99μg/m³	29~203	0.684mg/m³	5μg/m³	34μg/m³	92μg/m³
2024-11	88	良	59μg/m³	91μg/m³	31~224	0.693mg/m³	5μg/m³	37μg/m³	55μg/m³
2024-12	61	良	33μg/m³	70μg/m³	31~103	0.6mg/m³	7μg/m³	37μg/m³	49μg/m³
2025-01	76	良	48μg/m³	86μg/m³	33~226	0.729mg/m³	8μg/m³	36μg/m³	58μg/m³
2025-02	74	良	46μg/m³	85μg/m³	36~166	0.65mg/m³	8μg/m³	32μg/m³	72μg/m³
2025-03	88	良	46μg/m³	112μg/m³	47~208	0.484mg/m³	5μg/m³	23μg/m³	97μg/m³
2025-04	83	良	38μg/m³	105μg/m³	50~189	0.423mg/m³	5μg/m³	23μg/m³	119μg/m³
2025-05	98	良	35μg/m³	79μg/m³	41~165	0.442mg/m³	4μg/m³	16μg/m³	147μg/m³
2025-06	119	轻度污染	27μg/m³	62μg/m³	58~184	0.433mg/m³	5μg/m³	15μg/m³	179μg/m³
唐山									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	171	中度污染	135μg/m³	203μg/m³	63~365	3.027mg/m³	74μg/m³	141μg/m³	28μg/m³
2014-01	179	中度污染	139μg/m³	200μg/m³	58~378	3.458mg/m³	71μg/m³	155μg/m³	30μg/m³
2014-02	184	中度污染	147μg/m³	200μg/m³	52~487	3.418mg/m³	67μg/m³	141μg/m³	48μg/m³
2014-03	165	中度污染	126μg/m³	204μg/m³	63~298	3.171mg/m³	72μg/m³	105μg/m³	82μg/m³
2014-04	134	轻度污染	93μg/m³	180μg/m³	82~215	2.377mg/m³	69μg/m³	63μg/m³	128μg/m³
2014-05	125	轻度污染	77μg/m³	153μg/m³	55~223	2.11mg/m³	63μg/m³	61μg/m³	157μg/m³
2014-06	113	轻度污染	74μg/m³	129μg/m³	61~198	1.877mg/m³	49μg/m³	44μg/m³	148μg/m³
2014-07	132	轻度污染	94μg/m³	152μg/m³	70~265	1.739mg/m³	43μg/m³	40μg/m³	150μg/m³
2014-08	93	良	63μg/m³	112μg/m³	52~218	1.561mg/m³	40μg/m³	36μg/m³	127μg/m³
2014-09	90	良	63μg/m³	104μg/m³	32~235	1.487mg/m³	46μg/m³	34μg/m³	91μg/m³
2014-10	141	轻度污染	106μg/m³	175μg/m³	49~281	2.071mg/m³	64μg/m³	43μg/m³	66μg/m³
2014-11	155	中度污染	118μg/m³	191μg/m³	60~434	2.407mg/m³	83μg/m³	66μg/m³	44μg/m³
2014-12	141	轻度污染	106μg/m³	164μg/m³	50~347	2.855mg/m³	82μg/m³	73μg/m³	39μg/m³
2015-01	141	轻度污染	106μg/m³	171μg/m³	55~361	2.774mg/m³	85μg/m³	75μg/m³	41μg/m³
2015-02	132	轻度污染	95μg/m³	163μg/m³	48~273	2.1mg/m³	65μg/m³	63μg/m³	64μg/m³
2015-03	135	轻度污染	94μg/m³	186μg/m³	56~318	2.242mg/m³	65μg/m³	62μg/m³	93μg/m³
2015-04	130	轻度污染	92μg/m³	164μg/m³	58~234	1.88mg/m³	60μg/m³	46μg/m³	128μg/m³
2015-05	124	轻度污染	84μg/m³	144μg/m³	64~200	1.452mg/m³	51μg/m³	37μg/m³	155μg/m³
2015-06	104	轻度污染	70μg/m³	114μg/m³	33~191	1.863mg/m³	52μg/m³	36μg/m³	139μg/m³
2015-07	102	轻度污染	69μg/m³	108μg/m³	54~172	2.161mg/m³	48μg/m³	39μg/m³	148μg/m³
2015-08	95	良	51μg/m³	92μg/m³	45~166	1.9mg/m³	47μg/m³	31μg/m³	118μg/m³
2015-09	82	良	40μg/m³	80μg/m³	37~130	1.873mg/m³	55μg/m³	38μg/m³	107μg/m³
2015-10	101	轻度污染	70μg/m³	123μg/m³	37~268	1.755mg/m³	61μg/m³	38μg/m³	79μg/m³
2015-11	140	轻度污染	104μg/m³	152μg/m³	45~332	2.457mg/m³	70μg/m³	48μg/m³	35μg/m³
2015-12	174	中度污染	136μg/m³	188μg/m³	38~372	3.055mg/m³	74μg/m³	61μg/m³	29μg/m³
2016-01	109	轻度污染	79μg/m³	122μg/m³	38~392	2.665mg/m³	65μg/m³	61μg/m³	46μg/m³
2016-02	87	良	59μg/m³	95μg/m³	39~220	1.862mg/m³	48μg/m³	44μg/m³	73μg/m³
2016-03	125	轻度污染	85μg/m³	164μg/m³	44~316	2.065mg/m³	69μg/m³	55μg/m³	91μg/m³
2016-04	108	轻度污染	61μg/m³	152μg/m³	42~226	2.003mg/m³	57μg/m³	49μg/m³	118μg/m³
2016-05	105	轻度污染	50μg/m³	113μg/m³	58~203	1.558mg/m³	50μg/m³	37μg/m³	153μg/m³
2016-06	127	轻度污染	70μg/m³	119μg/m³	54~201	1.957mg/m³	49μg/m³	39μg/m³	173μg/m³
2016-07	88	良	55μg/m³	91μg/m³	53~131	2.081mg/m³	39μg/m³	28μg/m³	126μg/m³
2016-08	71	良	34μg/m³	59μg/m³	34~130	2.077mg/m³	44μg/m³	30μg/m³	101μg/m³
2016-09	100	良	64μg/m³	107μg/m³	35~156	1.973mg/m³	57μg/m³	39μg/m³	132μg/m³
2016-10	103	轻度污染	73μg/m³	122μg/m³	44~234	2.119mg/m³	64μg/m³	43μg/m³	67μg/m³
2016-11	143	轻度污染	108μg/m³	176μg/m³	47~319	2.84mg/m³	72μg/m³	56μg/m³	32μg/m³
2016-12	189	中度污染	147μg/m³	215μg/m³	63~488	4.039mg/m³	84μg/m³	68μg/m³	28μg/m³
2017-01	153	中度污染	119μg/m³	162μg/m³	48~348	3.306mg/m³	72μg/m³	55μg/m³	42μg/m³
2017-02	129	轻度污染	96μg/m³	143μg/m³	45~342	2.554mg/m³	67μg/m³	54μg/m³	72μg/m³
2017-03	98	良	70μg/m³	119μg/m³	44~194	1.916mg/m³	66μg/m³	47μg/m³	96μg/m³
2017-04	104	轻度污染	66μg/m³	141μg/m³	60~208	1.57mg/m³	60μg/m³	44μg/m³	111μg/m³
2017-05	138	轻度污染	45μg/m³	115μg/m³	64~500	1.745mg/m³	55μg/m³	41μg/m³	153μg/m³
2017-06	132	轻度污染	49μg/m³	97μg/m³	55~210	1.897mg/m³	52μg/m³	40μg/m³	193μg/m³
2017-07	113	轻度污染	46μg/m³	88μg/m³	55~202	2.019mg/m³	47μg/m³	32μg/m³	160μg/m³
2017-08	94	良	36μg/m³	72μg/m³	52~193	1.832mg/m³	47μg/m³	31μg/m³	139μg/m³
2017-09	112	轻度污染	54μg/m³	113μg/m³	52~175	1.743mg/m³	55μg/m³	34μg/m³	159μg/m³
2017-10	101	轻度污染	70μg/m³	122μg/m³	51~271	1.926mg/m³	62μg/m³	28μg/m³	68μg/m³
2017-11	92	良	62μg/m³	118μg/m³	49~203	1.63mg/m³	59μg/m³	33μg/m³	48μg/m³
2017-12	109	轻度污染	75μg/m³	127μg/m³	46~322	2.026mg/m³	63μg/m³	38μg/m³	25μg/m³
2018-01	87	良	59μg/m³	108μg/m³	36~172	1.629mg/m³	55μg/m³	34μg/m³	44μg/m³
2018-02	97	良	68μg/m³	111μg/m³	0~193	1.886mg/m³	48μg/m³	36μg/m³	66μg/m³
2018-03	119	轻度污染	88μg/m³	144μg/m³	0~382	1.916mg/m³	64μg/m³	35μg/m³	88μg/m³
2018-04	87	良	48μg/m³	107μg/m³	0~210	1.417mg/m³	52μg/m³	34μg/m³	122μg/m³
2018-05	78	良	40μg/m³	87μg/m³	0~149	1.548mg/m³	50μg/m³	34μg/m³	139μg/m³
